newPlot,cluster,usedTime,distance,speed
13,2,244.473,0.0,0.0
13,2,92.994,0.0,0.0
13,2,72.425,0.0,0.0
13,2,257.921,0.0,0.0
13,2,241.656,0.0,0.0
10,2,193.339,693.166741157634,3.5852401282598647
13,2,476.289,693.166741157634,1.45534904471368
13,2,138.174,0.0,0.0
13,2,402.257,0.0,0.0
13,2,81.746,0.0,0.0
13,2,130.001,0.0,0.0
13,2,40.004,0.0,0.0
13,2,49.998,0.0,0.0
13,2,109.246,0.0,0.0
13,2,384.756,0.0,0.0
13,2,75.984,0.0,0.0
13,2,15.364,0.0,0.0
13,2,226.653,0.0,0.0
13,2,89.599,0.0,0.0
13,2,102.4,0.0,0.0
13,2,58.858,0.0,0.0
13,2,24.317,0.0,0.0
13,2,113.879,0.0,0.0
13,2,131.925,0.0,0.0
13,2,188.175,0.0,0.0
13,2,49.058,0.0,0.0
13,2,31.507,0.0,0.0
13,2,110.493,0.0,0.0
13,2,66.003,0.0,0.0
13,2,68.008,0.0,0.0
13,2,40.966,0.0,0.0
0,2,559.566,279.88650664219045,0.5001849766465268
13,2,16.454,279.88650664219045,17.010241074643883
435,2,365.742,860.1956962921952,2.3519193756587846
809,2,92.504,276.99842375106044,2.994448064419489
1051,2,368.624,438.8520972460524,1.1905141750023123
253,2,48.986,464.85303989964535,9.489508020651725
253,2,13.717,0.0,0.0
1050,2,161.747,137.22588809645922,0.8483983511067235
207,2,244.514,175.7575369182408,0.7188035732851321
253,2,107.052,293.38024261841764,2.740539575331779
253,2,58.847,0.0,0.0
253,2,53.563,0.0,0.0
253,2,240.856,0.0,0.0
253,2,215.009,0.0,0.0
253,2,23.695,0.0,0.0
207,2,200.979,293.38024261841764,1.4597557088970372
171,2,101.735,212.97894058949186,2.0934677405955853
171,2,25.436,0.0,0.0
171,2,102.419,0.0,0.0
10,2,0.829,561.2705199779529,677.045259322018
253,2,867.16,243.62650487706938,0.28094758161938904
207,2,99.937,293.38024261841764,2.9356518868729062
13,2,952.219,1032.2655933642934,1.084063217982726
13,2,86.685,0.0,0.0
13,2,602.499,0.0,0.0
13,2,83.965,0.0,0.0
13,2,165.136,0.0,0.0
13,2,27.701,0.0,0.0
13,2,52.849,0.0,0.0
602,2,352.33,566.4537704724274,1.60773641322745
13,2,325.491,566.4537704724274,1.7403054784077823
13,2,359.04,0.0,0.0
13,2,163.179,0.0,0.0
332,2,19.831,405.23120670799335,20.434229575311047
930,2,324.517,206.0697650686528,0.6350045300204699
1052,2,48.048,371.86474973312886,7.739442843263587
1052,2,1.08,0.0,0.0
1052,2,72.436,0.0,0.0
930,2,54.42,371.86474973312886,6.83323685654408
930,2,129.275,0.0,0.0
0,2,343.418,483.84082908910835,1.4088976963616011
930,2,268.104,483.84082908910835,1.8046759059510802
930,2,19.558,0.0,0.0
930,2,78.459,0.0,0.0
676,2,213.77,235.89145299028766,1.1034824951596933
757,-1,237.671,1664.0091232628245,7.001313257666373
642,-1,52.001,917.2458916854471,17.639004859242075
1049,-1,117.099,1670.3525373916884,14.264447496491758
1049,-1,0.056,0.0,0.0
606,3,404.079,1847.8617834911465,4.573021076302274
1058,3,103.489,380.24266050658895,3.674232628652214
1053,3,47.461,369.9858545507925,7.7955764638501615
163,3,54.363,973.4153310547911,17.90584278010395
167,3,96.566,481.80846646139605,4.989421395329578
1055,3,60.86,693.2899047629606,11.391552822263566
1056,3,31.747,603.5224402920928,19.010377052700818
1059,3,43.662,473.2590042672142,10.83915084666791
1054,3,700.364,924.4679329217971,1.3199820849184096
1054,3,138.832,0.0,0.0
1054,3,148.822,0.0,0.0
1054,3,451.044,0.0,0.0
1055,3,680.981,523.404350246236,0.768603456258304
1055,3,216.849,0.0,0.0
1055,3,226.741,0.0,0.0
1055,3,126.735,0.0,0.0
1055,3,147.191,0.0,0.0
1055,3,70.402,0.0,0.0
1055,3,11.528,0.0,0.0
